site_code;item_raw;item_class;item_ord;grp1;grp2;grp3;grp4;grp5;grp6;grp7
vir;Ischnochiton_sp;Polyplacophora;Chitonida;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Mollusca
vir;Rissoina_cancellata;Gastropoda;Littorinimorpha;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Vermitids;Gastropoda;Littorinimorpha;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Epitonium_sp;Gastropoda;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Caecum_pulchellum;Gastropoda;Littorinimorpha;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Amphiuridae;Ophiuroidea;Ophiurida;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Echinodermata
vir;Caecum_nitidum;Gastropoda;Littorinimorpha;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Petaloconchus_sp;Gastropoda;Littorinimorpha;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Tricolia_adamsi;Gastropoda;Trochida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Nereids;Polychaeta;Phyllodocida;Annelida;Polychaeta;Polychaeta;Polychaeta;Annelida;Worm;Worm
vir;Lumbrinerids;Polychaeta;Eunicida;Annelida;Polychaeta;Polychaeta;Polychaeta;Annelida;Worm;Worm
mari;Chitons frags;Polyplacophora;NA;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Mollusca
mari;Tanaid isopods;Malacostraca;Tanaidacea;Tanaidacea;Tanaidacea;Malacostraca;Tanaidacea;Tanaidacea;Peracarida;Crustacea
haw;Diatoms_colonial;NA;NA;Phytoplankton;Diatoms;Phytoplankton;Diatoms;Phytoplankton;Phytoplankton;Phytoplankton
vir;Ostreidae;Bivalvia;Ostreoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Schismope_sp;Gastropoda;Pleurotomariida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Pteria_colymbus;Bivalvia;Pterioida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Arca_umbonata;Bivalvia;Arcoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Arca_imbricata;Bivalvia;Arcoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Barbatia_excustus;Bivalvia;Arcoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Isognomon_alatus;Bivalvia;Pterioida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Glycymeris;Bivalvia;Arcoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Coralliophila_caribaea;Gastropoda;Neogastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Acmaea_leucopleura;Gastropoda;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Fissurella_augusta;Gastropoda;Lepetellida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Columbella_mercatoria;Gastropoda;Neogastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Buccinidae;Gastropoda;Neogastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Cittarium_pica;Gastropoda;Trochida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Cymatium_labiosum;Gastropoda;Littorinimorpha;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Risomurex_roseus;Gastropoda;Neogastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Nerita_peloronta;Gastropoda;Cycloneritida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Tegula_excavata;Gastropoda;Trochida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Fissurella_sp;Gastropoda;Lepetellida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Daphnella_lymneiformis;Gastropoda;Neogastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Gonodactylus_curacaoensis;Malacostraca;Stomatopoda;Stomatopoda;Stomatopoda;Malacostraca;Stomatopoda;Stomatopoda;Stomatopoda;Crustacea
mad;Scaphopodes;Scaphopoda;NA;Scaphopoda;Scaphopoda;Scaphopoda;Scaphopoda;Scaphopoda;Scaphopoda;Scaphopoda
mari;Chitons;Polyplacophora;NA;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Mollusca
mari;Solenogastrids;Solenogastres;NA;Solenogastres;Solenogastres;Solenogastres;Solenogastres;Solenogastres;Solenogastres;Mollusca
vir;Pteropods_Cresis_sp;Gastropoda;Pteropoda;Zooplankton;Zooplankton;Zooplankton;Pteropoda;Zooplankton;Zooplankton;Zooplankton
vir;Crab larvae;Malacostraca;Decapoda;Zooplankton;Crab;Zooplankton;Crab;Zooplankton;Zooplankton;Zooplankton
vir;Cymodocea_sp;Magnoliopsida;Alismatales;Benthic autotroph;Seagrass;Seagrass;Seagrass;Seagrass;Benthic autotroph;Benthic autotroph
vir;Thalassia_sp;Magnoliopsida;Alismatales;Benthic autotroph;Seagrass;Seagrass;Seagrass;Seagrass;Benthic autotroph;Benthic autotroph
mari;Green_filaments;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Cavolinids;Gastropoda;Pteropoda;Zooplankton;Zooplankton;Zooplankton;Pteropoda;Zooplankton;Zooplankton;Zooplankton
haw;Gastropoda_planktonic;Gastropoda;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
haw;Bivalvia;Bivalvia;NA;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
haw;Echinospira;Gastropoda;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
haw;Ostracoda;Ostracoda;NA;Ostracoda;Ostracoda;Ostracoda;Ostracoda;Ostracoda;Zooplankton;Zooplankton
haw;Penaeidae;Malacostraca;Decapoda;Shrimp;Shrimp;Malacostraca;Shrimp;Decapoda;Decapoda;Crustacea
vir;Eggs;NA;NA;Zooplankton;Eggs;Zooplankton;Eggs;Zooplankton;Zooplankton;Zooplankton
vir;Gastropods larvae;Gastropoda;NA;Zooplankton;Gastropoda;Zooplankton;Gastropoda;Zooplankton;Zooplankton;Zooplankton
haw;Cephalopods;Cephalopoda;NA;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda
haw;Crab_adults;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
haw;Stomatopoda;Malacostraca;Stomatopoda;Stomatopoda;Stomatopoda;Malacostraca;Stomatopoda;Stomatopoda;Stomatopoda;Crustacea
vir;Oxystomata;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Jenkinsia_sp_larvae;Actinopterygii;Clupeiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Tetraodontidae_larvae;Actinopterygii;Tetraodontiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Dactylopterus_volitans_larvae;Actinopterygii;Syngnathiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Avrainvillea_rawsonii;Ulvophyceae;Bryopsidales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Dictyopteris_sp;Phaeophyceae;Dictyotales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Chlorodiella_longimana;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Actaea_rufopunctata;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Macrocoeloma_trispinosum;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Mithrax_forceps;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Pitho_lherminieri;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Xanthodius_denticulatus;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Euryplax_nitida;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Mithrax_coryphe;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Ophiothrix_sp;Ophiuroidea;Amphilepidida;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Echinodermata
vir;Labidocera_scotti;Hexanauplia;Calanoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
vir;Paracalanus_crassirostris;Hexanauplia;Calanoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
vir;Fish_larvae;Actinopterygii;NA;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Polychaeta_larvae;Polychaeta;NA;Zooplankton;Polychaeta;Zooplankton;Polychaeta;Zooplankton;Zooplankton;Zooplankton
mari;Veliger_larvae;Gastropoda;NA;Zooplankton;Gastropoda;Zooplankton;Gastropoda;Zooplankton;Zooplankton;Zooplankton
mari;Stomatopod_larvae;Malacostraca;Stomatopoda;Zooplankton;Stomatopoda;Zooplankton;Stomatopoda;Zooplankton;Zooplankton;Zooplankton
vir;Pilumnus_sp;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Periclimenes_sp;Malacostraca;Decapoda;Shrimp;Shrimp;Malacostraca;Shrimp;Decapoda;Decapoda;Crustacea
vir;Brachycarpus_biunguiculatus;Malacostraca;Decapoda;Shrimp;Shrimp;Malacostraca;Shrimp;Decapoda;Decapoda;Crustacea
mad;Tanaid isopods;Malacostraca;Tanaidacea;Tanaidacea;Tanaidacea;Malacostraca;Tanaidacea;Tanaidacea;Peracarida;Crustacea
vir;Undinula vulgaris;Hexanauplia;Calanoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
vir;Corycaeus_pachydactyla;Hexanauplia;Poecilostomatoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
vir;Eucaeta_marina;Hexanauplia;Calanoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
vir;Copepoda;Hexanauplia;Harpacticoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
haw;Algae_benthic_bitten;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Sargassum_fluitans;Phaeophyceae;Fucales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Sargassum_hystrix;Phaeophyceae;Fucales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Sargassum_natans;Phaeophyceae;Fucales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Turbinaria_turbinata;Phaeophyceae;Fucales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Eucheuma_acanthocladum;Florideophyceae;Gigartinales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Gelidiella_acerosa;Florideophyceae;Gelidiales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Digenia_simplex;Florideophyceae;Ceramiales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Botryocladia_occidentalis;Florideophyceae;Rhodymeniales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Dictyota_linearis;Phaeophyceae;Dictyotales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Sphacelaria_tribuloides;Phaeophyceae;Sphacelariales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Dictyota_ciliata;Phaeophyceae;Dictyotales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Bryothamnion_triquetrum;Florideophyceae;Ceramiales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Padina_sanctae-crucis;Phaeophyceae;Dictyotales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Padina_sp;Phaeophyceae;Dictyotales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Gracilaria_mammillaris;Florideophyceae;Gracilariales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Sargassum_polyceratium;Phaeophyceae;Fucales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Laurencia_corallopsis;Florideophyceae;Ceramiales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Padina_gymnospora;Phaeophyceae;Dictyotales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Sargassum_rigidulum;Phaeophyceae;Fucales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Chondria_littoralis;Florideophyceae;Ceramiales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Dictyopteris_justii;Phaeophyceae;Dictyotales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Microphrys_bicornutus;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Percnon_sp;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
mad;Caligoida_parasite;Hexanauplia;Caligoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
mad;Fish_scales_skin;Actinopterygii;NA;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mad;Gnathiids_parasite_larvae;Malacostraca;Isopoda;Isopoda;Isopoda;Malacostraca;Isopoda;Isopoda;Peracarida;Crustacea
mari;Copepods_freeliving;Hexanauplia;NA;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
mari;Caligoida;Hexanauplia;Caligoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
mari;Fish_scales;Actinopterygii;NA;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Barnacles;Hexanauplia;NA;Cirripedia;Cirripedia;Hexanauplia;Cirripedia;Cirripedia;Cirripedia;Crustacea
vir;Polycarpa_insulsa;Ascidiacea;Stolidobranchia;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata
vir;Ecteinascidia_turbinata;Ascidiacea;Enterogona;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata
vir;Tunicates;Ascidiacea;Stolidobranchia;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata
vir;Caprellidae;Malacostraca;Amphipoda;Amphipoda;Amphipoda;Malacostraca;Amphipoda;Amphipoda;Peracarida;Crustacea
vir;Trachycardium_muricatum;Bivalvia;Veneroida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Codakia_costata;Bivalvia;Lucinoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Atrina_seminuda;Bivalvia;Pterioida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Emerita_sp;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Holothuria_arenicola;Holothuroidea;Aspidochirotida;Holothuroidea;Holothuroidea;Holothuroidea;Holothuroidea;Holothuroidea;Holothuroidea;Echinodermata
vir;Ophioderma_brevispinum;Ophiuroidea;Ophiurida;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea;Echinodermata
vir;Glycerids;Polychaeta;Phyllodocida;Annelida;Polychaeta;Polychaeta;Polychaeta;Annelida;Worm;Worm
vir;Pectinariids;Polychaeta;Terebellida;Annelida;Polychaeta;Polychaeta;Polychaeta;Annelida;Worm;Worm
vir;Acanthochitona_sp;Polyplacophora;Chitonida;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Mollusca
vir;Microcosmus_exasperatus;Ascidiacea;Stolidobranchia;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata
vir;Upogebia_sp;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Pinotheridae;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Spiropagurus_sp;Malacostraca;Decapoda;Paguroidea;Paguroidea;Malacostraca;Paguroidea;Decapoda;Decapoda;Crustacea
vir;Onuphids;Polychaeta;Eunicida;Annelida;Polychaeta;Polychaeta;Polychaeta;Annelida;Worm;Worm
vir;Syllids;Polychaeta;Phyllodocida;Annelida;Polychaeta;Polychaeta;Polychaeta;Annelida;Worm;Worm
vir;Aspidosiphon_spinososcutatus;Phascolosomatidea;Aspidosiphonida;Sipuncula;Sipuncula;Sipuncula;Sipuncula;Sipuncula;Worm;Worm
vir;Ascidia_nigra;Ascidiacea;Enterogona;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata
mari;Ptychodera_sp;Enteropneusta;NA;Hemichordata;Hemichordata;Microfauna;Hemichordata;Hemichordata;Worm;Worm
mari;Maiid crab;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Ranilia_muricata;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Parthenope_serrata;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Malacanthus_plumieri;Actinopterygii;Perciformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Acanthurus_bahianus;Actinopterygii;Acanthuriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Fistularia_tabacaria;Actinopterygii;Syngnathiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Sphaeroides_spengleri;Actinopterygii;Tetraodontiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Holocentrus_ascensionis;Actinopterygii;Holocentriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Gobiidae;Actinopterygii;Gobiiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Lysiosquilla_glabriuscula;Malacostraca;Stomatopoda;Stomatopoda;Stomatopoda;Malacostraca;Stomatopoda;Stomatopoda;Stomatopoda;Crustacea
vir;Poriunus_sebae;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Actaea_acantha;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Serranidae;Actinopterygii;Perciformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Scorpaenidae;Actinopterygii;Perciformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Bodianus_rufus;Actinopterygii;Labriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Haemulon_sciurus;Actinopterygii;Lutjaniformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Scarus_coeruleus;Actinopterygii;Labriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Kraussia_rugulosus;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
mari;Parthenopiid crab;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
mari;Holothurians;Holothuroidea;NA;Holothuroidea;Holothuroidea;Holothuroidea;Holothuroidea;Holothuroidea;Holothuroidea;Echinodermata
mari;Calcinus_sp;Malacostraca;Decapoda;Paguroidea;Paguroidea;Malacostraca;Paguroidea;Decapoda;Decapoda;Crustacea
mari;Alpheus_ventrosus;Malacostraca;Decapoda;Shrimp;Shrimp;Malacostraca;Shrimp;Decapoda;Decapoda;Crustacea
mari;Sipunculidae_frags;NA;NA;Sipuncula;Sipuncula;Sipuncula;Sipuncula;Sipuncula;Worm;Worm
mari;Solenogastrids;Solenogastres;NA;Solenogastres;Solenogastres;Solenogastres;Solenogastres;Solenogastres;Solenogastres;Mollusca
vir;Goneplacidae;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Callinectes_sp;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Octopus_vulgaris;Cephalopoda;Octopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda
vir;Myrichthys_sp;Actinopterygii;Anguilliformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Haemulon_plumieri;Actinopterygii;Lutjaniformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Holacanthus_tricolor;Actinopterygii;Perciformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Ophichthidae;Actinopterygii;Anguilliformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Xanthichthys_ringens;Actinopterygii;Tetraodontiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Opisthonema_oglinum;Actinopterygii;Clupeiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Saurida_sp;Actinopterygii;Aulopiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Mullidae;Actinopterygii;Labriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Leiolambrus_nitidus;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Gonoplacidae Speocarcinus;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
haw;Sand_algae;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
mari;Gastropoda_rockdwelling;Gastropoda;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Halichoeres_sp;Actinopterygii;Labriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Choneplax_lata;Polyplacophora;Chitonida;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora;Mollusca
vir;Atherinomorus_stipes;Actinopterygii;Atheriniformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
haw;Fleshy_algae;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
haw;Heteropods;Arachnida;Araneae;Arachnida;Arachnida;Arachnida;Arachnida;Arachnida;Arachnida;Arachnida
haw;Gastropods;Gastropoda;Littorinimorpha;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Nitophyllum_sp;Florideophyceae;Ceramiales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Peyssonnelia_sp;Florideophyceae;Gigartinales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Acrochaetium_sp;Florideophyceae;Acrochaetiales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Pocockiella_sp;Phaeophyceae;Dictyotales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Sargassum_pteropleuron;Phaeophyceae;Fucales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Galaxaura_sp;Florideophyceae;Nemaliales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Gracilaria_verrucosa;Florideophyceae;Gracilariales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Galaxaura_squalida;Florideophyceae;Nemaliales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Pelecypod_larvae;Bivalvia;NA;Zooplankton;Bivalvia;Zooplankton;Bivalvia;Zooplankton;Zooplankton;Zooplankton
vir;Lepas_sp;Hexanauplia;Pedunculata;Cirripedia;Cirripedia;Hexanauplia;Cirripedia;Cirripedia;Cirripedia;Crustacea
vir;Dichothrix_penicillata;Cyanophyceae;Nostocales;Cyanobacteria;Cyanobacteria;Cyanobacteria;Cyanobacteria;Cyanobacteria;Cyanobacteria;Cyanobacteria
vir;Calothrix_sp;Cyanophyceae;Nostocales;Cyanobacteria;Cyanobacteria;Cyanobacteria;Cyanobacteria;Cyanobacteria;Cyanobacteria;Cyanobacteria
vir;Scleractinia_Colpophyllia_sp;Anthozoa;Scleractinia;Anthozoa;Scleractinia;Anthozoa;Scleractinia;Scleractinia;Anthozoa;Anthozoa
